user_id,name,age,gender,target_gender,location,occupation,anxiety,avoidance,Lifestyle,Arts & Creativity,Music,Movies & Shows,Intellectual & Learning,Food & Drinks,Sports & Outdoor,Gaming & Digital,Travel & Culture,Personality & Values,Relationship Intent
152.0,Dasun,40.0,Female,Male,Ratnapura,Civil Servant,4.81,4.81,"[""Gym"", ""Nightlife"", ""Vegetarian"", ""Pet Lover""]","[""Painting""]","[""Classical"", ""Pop""]","[""Thriller"", ""Sci-Fi"", ""Anime""]","[""Science""]","[""Coffee"", ""Baking"", ""Cooking"", ""Street Food""]","[""Cycling"", ""Football"", ""Basketball""]","[""Console Gaming"", ""VR"", ""Dungeons & Dragons""]","[""Mountains"", ""Cultural Festivals"", ""Museums"", ""Luxury Travel""]","[""Religious"", ""Feminist"", ""Spiritual""]","[""Casual Dating""]"
153.0,Pathum,37.0,Female,Male,Monaragala,Police Officer,1.41,2.41,"[""Digital Nomad"", ""Traveling""]","[""Graphic Design"", ""Interior Design"", ""Poetry""]","[""Jazz""]","[""K-Dramas"", ""Sci-Fi"", ""Romance""]","[""AI & Machine Learning"", ""Science"", ""Self-Improvement"", ""Books & Reading""]","[""Spicy Food"", ""Street Food""]","[""Cycling"", ""Cricket"", ""Camping""]","[""Web3"", ""Mobile Gaming""]","[""Beaches""]","[""Atheist"", ""Religious"", ""Career-Focused""]","[""Open Relationship""]"
154.0,Sanjaya Fernando,38.0,Female,Male,Monaragala,Teacher,4.24,4.66,"[""Nightlife"", ""Digital Nomad""]","[""Writing"", ""Painting"", ""Interior Design"", ""Fashion""]","[""K-Pop"", ""Hip-Hop"", ""Singing"", ""Indie""]","[""Horror"", ""Anime"", ""Sci-Fi""]","[""Philosophy""]","[""Craft Beer""]","[""Hiking"", ""Adventure Sports""]","[""PC Gaming"", ""Console Gaming"", ""Dungeons & Dragons"", ""VR""]","[""Beaches"", ""Mountains""]","[""Atheist"", ""Career-Focused"", ""Family-Oriented""]","[""Long-Term Relationship""]"
155.0,Nethmi,23.0,Male,Female,Hambantota,Construction Worker,1.0,3.21,"[""Nightlife"", ""Traveling""]","[""DIY & Crafts"", ""Fashion""]","[""Hip-Hop""]","[""Romance"", ""K-Dramas"", ""Sitcoms"", ""Thriller""]","[""Science"", ""Psychology""]","[""Coffee"", ""Spicy Food""]","[""Football""]","[""eSports"", ""Mobile Gaming"", ""Dungeons & Dragons""]","[""Road Trips"", ""Languages"", ""Cultural Festivals"", ""Luxury Travel""]","[""Environmentalist""]","[""Open Relationship""]"
156.0,Madusha,26.0,Female,Male,Kalutara,Engineer,3.64,3.15,"[""Vegan"", ""Traveling""]","[""Fashion""]","[""Jazz"", ""Singing"", ""Playing Instruments"", ""Pop""]","[""Documentaries"", ""K-Dramas"", ""Romance"", ""Thriller""]","[""History"", ""Startups"", ""Self-Improvement""]","[""Street Food""]","[""Football"", ""Cycling""]","[""Mobile Gaming""]","[""Beaches"", ""Cultural Festivals"", ""Road Trips"", ""Languages""]","[""Environmentalist"", ""Spiritual"", ""Religious""]","[""Still Figuring It Out""]"
157.0,Navodi,38.0,Female,Male,Kalutara,Lawyer,1.46,1.0,"[""Gym"", ""Night Owl""]","[""Fashion""]","[""K-Pop"", ""EDM"", ""Jazz""]","[""Romance"", ""Documentaries"", ""Anime""]","[""Technology"", ""History"", ""Self-Improvement""]","[""Cooking"", ""Craft Beer"", ""Street Food"", ""Fine Dining""]","[""Basketball"", ""Adventure Sports"", ""Cycling""]","[""Dungeons & Dragons"", ""Board Games""]","[""Museums"", ""Beaches"", ""Road Trips"", ""Luxury Travel""]","[""Religious""]","[""Still Figuring It Out""]"
158.0,Heshan Alwis,30.0,Male,Female,Badulla,Police Officer,5.99,3.93,"[""Fitness""]","[""DIY & Crafts""]","[""EDM"", ""K-Pop"", ""Jazz"", ""Playing Instruments""]","[""Romance"", ""Sci-Fi"", ""Sitcoms"", ""Thriller""]","[""Technology"", ""Books & Reading"", ""Philosophy""]","[""Coffee"", ""Craft Beer""]","[""Adventure Sports"", ""Hiking""]","[""Crypto"", ""Web3"", ""VR"", ""eSports""]","[""Luxury Travel""]","[""Politically Active""]","[""Open Relationship""]"
159.0,Nipuni,35.0,Male,Female,Hambantota,Doctor,4.68,4.21,"[""Nightlife"", ""Gym""]","[""Painting"", ""Interior Design"", ""Writing"", ""DIY & Crafts""]","[""EDM"", ""Playing Instruments"", ""Jazz""]","[""Sitcoms"", ""Thriller""]","[""Self-Improvement"", ""Books & Reading"", ""Technology"", ""Startups""]","[""Coffee"", ""Fine Dining"", ""Street Food""]","[""Camping"", ""Swimming"", ""Adventure Sports""]","[""eSports"", ""Board Games""]","[""Museums"", ""Cultural Festivals"", ""Backpacking"", ""Mountains""]","[""Environmentalist"", ""Politically Active"", ""Career-Focused""]","[""Casual Dating""]"
160.0,Menuwan Basnayaka,24.0,Female,Male,Galle,Electrician,3.19,4.04,"[""Nightlife"", ""Fitness"", ""Vegetarian"", ""Digital Nomad""]","[""Photography"", ""Interior Design"", ""Fashion"", ""Writing""]","[""Pop"", ""Rock""]","[""Romance"", ""Horror"", ""Anime"", ""Sitcoms""]","[""Books & Reading""]","[""Craft Beer"", ""Cooking"", ""Spicy Food"", ""Baking""]","[""Swimming"", ""Basketball"", ""Hiking"", ""Surfing""]","[""PC Gaming"", ""eSports"", ""Console Gaming"", ""Mobile Gaming""]","[""Beaches"", ""Backpacking""]","[""Politically Active"", ""Career-Focused""]","[""Long-Term Relationship""]"
161.0,Sahan,18.0,Female,Male,Kegalle,Bank Officer,3.81,3.84,"[""Fitness"", ""Meditation""]","[""Fashion"", ""Painting"", ""Poetry""]","[""EDM"", ""Jazz"", ""Playing Instruments"", ""Hip-Hop""]","[""Sci-Fi"", ""Anime"", ""Romance""]","[""Science"", ""AI & Machine Learning""]","[""Craft Beer"", ""Spicy Food"", ""Street Food"", ""Wine""]","[""Surfing"", ""Swimming""]","[""Crypto""]","[""Road Trips"", ""Beaches"", ""Luxury Travel""]","[""Feminist"", ""Religious"", ""Atheist""]","[""Still Figuring It Out""]"
162.0,Dewmini Rajapaksha,39.0,Male,Female,Monaragala,Electrician,3.29,1.37,"[""Pet Lover"", ""Meditation""]","[""Painting"", ""Graphic Design""]","[""K-Pop""]","[""Anime"", ""Sitcoms"", ""K-Dramas"", ""Thriller""]","[""Books & Reading"", ""Philosophy""]","[""Craft Beer"", ""Coffee"", ""Fine Dining""]","[""Football""]","[""Console Gaming"", ""Mobile Gaming"", ""Dungeons & Dragons""]","[""Museums"", ""Backpacking""]","[""Spiritual"", ""Feminist""]","[""Long-Term Relationship""]"
163.0,Kasun,37.0,Female,Male,Matara,Journalist,2.89,4.1,"[""Early Bird"", ""Fitness"", ""Vegetarian"", ""Yoga""]","[""Painting"", ""Graphic Design""]","[""EDM"", ""Jazz""]","[""Anime"", ""K-Dramas"", ""Romance""]","[""Self-Improvement"", ""Startups""]","[""Spicy Food"", ""Cooking"", ""Fine Dining"", ""Coffee""]","[""Adventure Sports""]","[""Dungeons & Dragons"", ""Board Games"", ""Console Gaming""]","[""Cultural Festivals"", ""Backpacking""]","[""Environmentalist"", ""Family-Oriented""]","[""Still Figuring It Out""]"
164.0,Kavindi,28.0,Female,Male,Hambantota,Doctor,5.67,2.31,"[""Pet Lover"", ""Vegetarian"", ""Traveling"", ""Night Owl""]","[""DIY & Crafts""]","[""Jazz"", ""Hip-Hop"", ""EDM"", ""Singing""]","[""Horror"", ""Sitcoms""]","[""Philosophy"", ""Psychology"", ""History"", ""Technology""]","[""Fine Dining"", ""Wine"", ""Cooking"", ""Coffee""]","[""Basketball"", ""Swimming"", ""Cycling""]","[""eSports""]","[""Museums"", ""Backpacking""]","[""Feminist"", ""Career-Focused"", ""Family-Oriented""]","[""Long-Term Relationship""]"
165.0,Nethma,35.0,Female,Male,Kandy,Chef,5.13,4.74,"[""Meditation"", ""Nightlife"", ""Gym""]","[""Graphic Design""]","[""Indie"", ""K-Pop"", ""Singing""]","[""Anime"", ""Thriller"", ""K-Dramas""]","[""History""]","[""Craft Beer"", ""Cooking"", ""Wine"", ""Baking""]","[""Cricket""]","[""Board Games"", ""Crypto"", ""Dungeons & Dragons""]","[""Luxury Travel"", ""Road Trips""]","[""Career-Focused"", ""Atheist"", ""Feminist""]","[""Marriage""]"
166.0,Oshadi,40.0,Male,Female,Colombo,Bank Officer,4.4,3.01,"[""Gym"", ""Traveling""]","[""DIY & Crafts"", ""Writing"", ""Painting"", ""Interior Design""]","[""K-Pop"", ""EDM"", ""Singing"", ""Hip-Hop""]","[""Horror"", ""K-Dramas"", ""Anime""]","[""Self-Improvement""]","[""Wine""]","[""Hiking"", ""Adventure Sports"", ""Swimming""]","[""Dungeons & Dragons""]","[""Languages"", ""Road Trips"", ""Mountains"", ""Museums""]","[""Politically Active"", ""Spiritual"", ""Environmentalist""]","[""Casual Dating""]"
167.0,Ravindu,30.0,Female,Male,Ratnapura,Teacher,4.25,6.28,"[""Nightlife""]","[""DIY & Crafts"", ""Writing"", ""Painting"", ""Interior Design""]","[""Classical""]","[""Horror"", ""Thriller"", ""Sci-Fi""]","[""Psychology"", ""Philosophy"", ""Startups"", ""Books & Reading""]","[""Street Food"", ""Baking"", ""Fine Dining""]","[""Camping"", ""Basketball""]","[""PC Gaming"", ""Crypto"", ""VR"", ""Mobile Gaming""]","[""Road Trips"", ""Backpacking""]","[""Career-Focused"", ""Feminist""]","[""Open Relationship""]"
168.0,Heshara,33.0,Male,Female,Colombo,Marketing Executive,4.97,3.47,"[""Digital Nomad"", ""Fitness"", ""Vegetarian"", ""Nightlife""]","[""Writing"", ""DIY & Crafts""]","[""Singing"", ""Jazz""]","[""Sitcoms"", ""K-Dramas"", ""Anime""]","[""Science"", ""Startups"", ""Psychology"", ""Self-Improvement""]","[""Baking"", ""Craft Beer""]","[""Football"", ""Camping""]","[""VR"", ""eSports""]","[""Mountains"", ""Cultural Festivals""]","[""Feminist"", ""Religious"", ""Family-Oriented""]","[""Casual Dating""]"
169.0,Ruwan Wickramasinghe,40.0,Male,Female,Ratnapura,Civil Servant,4.37,4.27,"[""Pet Lover""]","[""Painting"", ""Photography"", ""Graphic Design""]","[""Playing Instruments""]","[""K-Dramas"", ""Documentaries"", ""Romance""]","[""Philosophy"", ""AI & Machine Learning"", ""Startups""]","[""Baking"", ""Fine Dining""]","[""Swimming"", ""Cycling""]","[""PC Gaming"", ""Dungeons & Dragons"", ""eSports"", ""VR""]","[""Cultural Festivals"", ""Luxury Travel"", ""Mountains"", ""Museums""]","[""Spiritual"", ""Environmentalist""]","[""Casual Dating""]"
170.0,Tharushi Jayasuriya,37.0,Female,Male,Matara,Journalist,2.51,4.63,"[""Yoga""]","[""Photography"", ""Filmmaking"", ""Writing""]","[""Indie"", ""Jazz"", ""Rock""]","[""Thriller"", ""Romance"", ""Sci-Fi""]","[""AI & Machine Learning""]","[""Street Food"", ""Baking"", ""Coffee""]","[""Football"", ""Basketball"", ""Cycling"", ""Camping""]","[""Dungeons & Dragons""]","[""Languages"", ""Luxury Travel""]","[""Atheist""]","[""Open Relationship""]"
171.0,Dilini Premaratna,25.0,Female,Male,Galle,Construction Worker,2.02,3.8,"[""Night Owl"", ""Pet Lover""]","[""Interior Design"", ""Filmmaking""]","[""EDM"", ""Singing""]","[""Documentaries""]","[""Self-Improvement"", ""Books & Reading"", ""Philosophy"", ""Startups""]","[""Street Food"", ""Fine Dining""]","[""Cricket"", ""Adventure Sports""]","[""VR"", ""PC Gaming"", ""Web3"", ""eSports""]","[""Mountains"", ""Road Trips"", ""Languages"", ""Luxury Travel""]","[""Environmentalist"", ""Career-Focused"", ""Spiritual"", ""Religious""]","[""Marriage""]"
172.0,Gayan,20.0,Female,Male,Hambantota,Nurse,3.33,5.39,"[""Digital Nomad"", ""Night Owl""]","[""Interior Design"", ""Graphic Design"", ""Filmmaking"", ""Fashion""]","[""K-Pop"", ""EDM""]","[""Thriller"", ""Romance""]","[""History"", ""Psychology"", ""Self-Improvement""]","[""Fine Dining""]","[""Football"", ""Surfing""]","[""PC Gaming"", ""Board Games"", ""Web3"", ""Dungeons & Dragons""]","[""Luxury Travel""]","[""Feminist"", ""Atheist"", ""Politically Active"", ""Family-Oriented""]","[""Long-Term Relationship""]"
173.0,Tharindu,32.0,Female,Male,Kegalle,Civil Servant,7.0,1.98,"[""Traveling""]","[""Graphic Design"", ""Painting""]","[""Pop""]","[""Thriller"", ""Romance"", ""Anime""]","[""Psychology"", ""Science"", ""Philosophy"", ""History""]","[""Spicy Food"", ""Fine Dining""]","[""Hiking""]","[""PC Gaming"", ""Dungeons & Dragons""]","[""Languages""]","[""Feminist"", ""Family-Oriented"", ""Spiritual""]","[""Long-Term Relationship""]"
174.0,Charith,31.0,Female,Male,Monaragala,Farmer,4.55,2.42,"[""Pet Lover"", ""Yoga""]","[""Poetry""]","[""Jazz"", ""Playing Instruments"", ""EDM""]","[""Thriller"", ""Sci-Fi"", ""Romance"", ""Documentaries""]","[""Psychology"", ""AI & Machine Learning"", ""Philosophy"", ""Self-Improvement""]","[""Craft Beer"", ""Coffee"", ""Fine Dining"", ""Street Food""]","[""Basketball""]","[""Board Games""]","[""Road Trips"", ""Luxury Travel"", ""Backpacking"", ""Mountains""]","[""Spiritual"", ""Feminist"", ""Career-Focused"", ""Environmentalist""]","[""Casual Dating""]"
175.0,Chamodi madushanka,36.0,Female,Male,Kegalle,Pharmacist,2.69,1.84,"[""Vegan""]","[""Interior Design""]","[""Indie""]","[""Horror"", ""Documentaries"", ""Sci-Fi""]","[""Books & Reading"", ""Startups"", ""History"", ""Self-Improvement""]","[""Wine"", ""Fine Dining""]","[""Basketball"", ""Hiking""]","[""VR"", ""PC Gaming"", ""eSports""]","[""Backpacking"", ""Beaches""]","[""Career-Focused""]","[""Still Figuring It Out""]"
176.0,Nimesha Wijerathna,34.0,Female,Male,Gampaha,Business Owner,4.6,4.02,"[""Vegetarian"", ""Early Bird""]","[""Graphic Design"", ""Filmmaking"", ""Writing""]","[""Playing Instruments"", ""Rock""]","[""Documentaries"", ""Sitcoms""]","[""Philosophy""]","[""Cooking"", ""Spicy Food""]","[""Adventure Sports"", ""Cricket""]","[""eSports"", ""Console Gaming"", ""PC Gaming"", ""Dungeons & Dragons""]","[""Luxury Travel"", ""Road Trips""]","[""Career-Focused"", ""Politically Active""]","[""Casual Dating""]"
177.0,Isuri,25.0,Male,Female,Badulla,Nurse,1.7,3.66,"[""Vegetarian"", ""Fitness"", ""Yoga""]","[""Filmmaking""]","[""Jazz""]","[""Sitcoms"", ""Thriller""]","[""History"", ""Psychology""]","[""Street Food""]","[""Hiking"", ""Adventure Sports""]","[""Dungeons & Dragons"", ""Board Games"", ""Crypto"", ""Web3""]","[""Beaches"", ""Road Trips"", ""Mountains"", ""Luxury Travel""]","[""Religious"", ""Atheist"", ""Family-Oriented"", ""Career-Focused""]","[""Open Relationship""]"
178.0,Vihangi Weerasekara,34.0,Male,Female,Gampaha,Student,2.93,3.3,"[""Fitness""]","[""Filmmaking"", ""DIY & Crafts"", ""Writing""]","[""Hip-Hop"", ""K-Pop"", ""Rock"", ""Singing""]","[""Romance"", ""Sci-Fi""]","[""Books & Reading"", ""Technology"", ""Science""]","[""Craft Beer"", ""Baking"", ""Spicy Food"", ""Fine Dining""]","[""Hiking""]","[""Dungeons & Dragons""]","[""Luxury Travel"", ""Cultural Festivals""]","[""Feminist"", ""Religious"", ""Family-Oriented"", ""Environmentalist""]","[""Long-Term Relationship""]"
179.0,Imesha Premaratna,33.0,Male,Female,Kegalle,Journalist,2.2,5.96,"[""Gym"", ""Vegan"", ""Yoga"", ""Meditation""]","[""DIY & Crafts""]","[""Rock"", ""Hip-Hop"", ""Classical"", ""Playing Instruments""]","[""Thriller"", ""K-Dramas"", ""Horror""]","[""Books & Reading"", ""Philosophy"", ""Self-Improvement"", ""AI & Machine Learning""]","[""Coffee"", ""Spicy Food""]","[""Adventure Sports"", ""Football"", ""Cricket"", ""Cycling""]","[""Web3"", ""PC Gaming"", ""VR""]","[""Luxury Travel"", ""Languages"", ""Museums"", ""Road Trips""]","[""Family-Oriented""]","[""Casual Dating""]"
180.0,Heshan,40.0,Female,Male,Ratnapura,Tourism Guide,1.52,3.97,"[""Pet Lover""]","[""Filmmaking"", ""Writing""]","[""EDM""]","[""Horror"", ""Sci-Fi"", ""Romance"", ""Anime""]","[""Psychology""]","[""Cooking"", ""Fine Dining"", ""Craft Beer"", ""Spicy Food""]","[""Hiking"", ""Cycling""]","[""VR"", ""Board Games"", ""Mobile Gaming""]","[""Luxury Travel""]","[""Feminist"", ""Religious"", ""Family-Oriented""]","[""Casual Dating""]"
181.0,Sinoli,34.0,Female,Male,Hambantota,Nurse,5.18,2.25,"[""Pet Lover"", ""Yoga"", ""Digital Nomad""]","[""Filmmaking""]","[""Singing"", ""Rock"", ""EDM""]","[""Sci-Fi"", ""Romance"", ""Documentaries""]","[""Science"", ""Technology"", ""Philosophy""]","[""Craft Beer"", ""Spicy Food""]","[""Camping"", ""Football"", ""Cycling""]","[""VR"", ""Dungeons & Dragons"", ""Crypto""]","[""Beaches"", ""Languages""]","[""Environmentalist"", ""Spiritual""]","[""Open Relationship""]"
182.0,Supun,28.0,Male,Female,Ratnapura,Chef,2.43,3.84,"[""Vegetarian"", ""Meditation"", ""Digital Nomad"", ""Night Owl""]","[""DIY & Crafts"", ""Photography"", ""Painting"", ""Graphic Design""]","[""EDM"", ""Jazz"", ""Playing Instruments""]","[""K-Dramas"", ""Romance""]","[""Books & Reading"", ""Philosophy"", ""Technology"", ""Psychology""]","[""Baking""]","[""Camping"", ""Cycling"", ""Adventure Sports""]","[""Console Gaming"", ""Board Games"", ""VR""]","[""Cultural Festivals"", ""Luxury Travel""]","[""Religious"", ""Career-Focused"", ""Politically Active""]","[""Casual Dating""]"
183.0,Dilshan,38.0,Female,Male,Colombo,Police Officer,3.44,1.49,"[""Vegan"", ""Fitness"", ""Nightlife"", ""Yoga""]","[""Filmmaking"", ""Interior Design""]","[""Playing Instruments"", ""Classical"", ""Jazz""]","[""Horror"", ""Documentaries""]","[""Self-Improvement"", ""Philosophy"", ""Psychology""]","[""Spicy Food"", ""Cooking"", ""Street Food"", ""Coffee""]","[""Surfing"", ""Camping""]","[""Console Gaming"", ""Dungeons & Dragons"", ""PC Gaming"", ""eSports""]","[""Cultural Festivals"", ""Mountains""]","[""Spiritual""]","[""Still Figuring It Out""]"
184.0,Lahiru,35.0,Female,Male,Ratnapura,Civil Servant,2.87,3.88,"[""Vegan"", ""Pet Lover""]","[""Poetry"", ""Fashion"", ""Painting"", ""DIY & Crafts""]","[""Classical"", ""Pop"", ""Indie""]","[""Sci-Fi""]","[""Self-Improvement""]","[""Coffee"", ""Craft Beer""]","[""Surfing"", ""Basketball"", ""Adventure Sports""]","[""VR"", ""Crypto"", ""Web3""]","[""Languages"", ""Backpacking"", ""Mountains""]","[""Career-Focused""]","[""Long-Term Relationship""]"
185.0,Hiruni,33.0,Male,Female,Monaragala,Farmer,4.54,3.34,"[""Fitness""]","[""Fashion"", ""Filmmaking"", ""Graphic Design"", ""Painting""]","[""Playing Instruments"", ""Pop""]","[""Horror""]","[""Startups"", ""AI & Machine Learning"", ""Science"", ""History""]","[""Craft Beer"", ""Coffee"", ""Fine Dining""]","[""Adventure Sports"", ""Hiking"", ""Cricket""]","[""Web3"", ""PC Gaming"", ""Mobile Gaming"", ""Console Gaming""]","[""Languages"", ""Museums"", ""Beaches""]","[""Religious"", ""Family-Oriented"", ""Politically Active"", ""Feminist""]","[""Marriage""]"
186.0,Chamara,34.0,Male,Female,Matara,Journalist,3.46,4.41,"[""Early Bird""]","[""Fashion"", ""Painting""]","[""Classical"", ""K-Pop"", ""EDM"", ""Indie""]","[""Romance"", ""Sitcoms""]","[""Psychology"", ""Self-Improvement""]","[""Spicy Food""]","[""Basketball""]","[""VR"", ""Board Games"", ""Mobile Gaming""]","[""Luxury Travel"", ""Cultural Festivals""]","[""Atheist"", ""Religious"", ""Politically Active""]","[""Long-Term Relationship""]"
187.0,Thurya,30.0,Female,Male,Ratnapura,Electrician,5.14,3.64,"[""Vegetarian""]","[""Photography"", ""Fashion"", ""Writing""]","[""Singing"", ""Hip-Hop""]","[""K-Dramas"", ""Anime""]","[""History"", ""AI & Machine Learning""]","[""Craft Beer"", ""Fine Dining"", ""Coffee"", ""Street Food""]","[""Basketball"", ""Swimming"", ""Cycling""]","[""PC Gaming"", ""Web3""]","[""Backpacking""]","[""Politically Active"", ""Career-Focused""]","[""Marriage""]"
188.0,Nuwan,30.0,Male,Female,Kandy,Construction Worker,4.16,2.17,"[""Early Bird""]","[""DIY & Crafts"", ""Photography"", ""Filmmaking"", ""Painting""]","[""Classical""]","[""Thriller""]","[""Self-Improvement"", ""AI & Machine Learning"", ""History""]","[""Street Food""]","[""Cricket""]","[""eSports"", ""Board Games"", ""Crypto""]","[""Backpacking"", ""Languages""]","[""Atheist"", ""Politically Active""]","[""Marriage""]"
189.0,Lahiru Dissanayake,18.0,Female,Male,Galle,Lawyer,3.23,3.31,"[""Traveling"", ""Vegan"", ""Early Bird""]","[""Fashion"", ""Graphic Design""]","[""Jazz"", ""Hip-Hop"", ""Pop"", ""Rock""]","[""Thriller"", ""Sitcoms"", ""Documentaries""]","[""Startups"", ""Self-Improvement"", ""Technology""]","[""Baking"", ""Street Food"", ""Spicy Food"", ""Cooking""]","[""Cricket"", ""Surfing"", ""Adventure Sports""]","[""VR"", ""Board Games""]","[""Luxury Travel"", ""Backpacking""]","[""Spiritual""]","[""Long-Term Relationship""]"
190.0,Bimasha,19.0,Female,Male,Ratnapura,Driver,3.4,4.8,"[""Meditation"", ""Yoga"", ""Gym"", ""Vegetarian""]","[""Writing"", ""Painting""]","[""EDM"", ""Singing""]","[""Romance""]","[""Books & Reading"", ""Self-Improvement"", ""Startups""]","[""Cooking"", ""Coffee"", ""Craft Beer"", ""Wine""]","[""Hiking"", ""Cycling"", ""Cricket"", ""Basketball""]","[""Web3""]","[""Mountains"", ""Luxury Travel""]","[""Career-Focused"", ""Spiritual"", ""Religious"", ""Atheist""]","[""Casual Dating""]"
191.0,Pasan,22.0,Female,Male,Galle,Software Developer,5.4,4.92,"[""Yoga""]","[""Filmmaking"", ""Interior Design"", ""Fashion""]","[""Playing Instruments"", ""Indie"", ""EDM""]","[""Documentaries"", ""Horror"", ""Sci-Fi""]","[""Philosophy"", ""Technology""]","[""Wine"", ""Coffee"", ""Craft Beer"", ""Street Food""]","[""Surfing""]","[""eSports"", ""Dungeons & Dragons"", ""Crypto""]","[""Museums"", ""Languages"", ""Mountains""]","[""Environmentalist"", ""Feminist""]","[""Marriage""]"
192.0,Ruwan,28.0,Male,Female,Kegalle,Business Owner,5.21,1.03,"[""Night Owl"", ""Yoga"", ""Traveling""]","[""DIY & Crafts"", ""Poetry"", ""Graphic Design""]","[""Pop""]","[""Thriller"", ""Horror"", ""K-Dramas""]","[""History""]","[""Street Food"", ""Cooking"", ""Baking"", ""Coffee""]","[""Basketball"", ""Hiking"", ""Cricket"", ""Swimming""]","[""Mobile Gaming"", ""eSports""]","[""Luxury Travel"", ""Road Trips""]","[""Family-Oriented"", ""Environmentalist""]","[""Open Relationship""]"
193.0,Lahiru,37.0,Female,Male,Kalutara,Tourism Guide,3.01,1.82,"[""Traveling""]","[""Painting"", ""Poetry"", ""Photography"", ""Interior Design""]","[""Hip-Hop"", ""Indie""]","[""Sci-Fi"", ""Anime"", ""Documentaries"", ""K-Dramas""]","[""AI & Machine Learning"", ""Books & Reading""]","[""Spicy Food"", ""Wine""]","[""Basketball""]","[""Crypto"", ""eSports"", ""VR"", ""Mobile Gaming""]","[""Backpacking"", ""Luxury Travel""]","[""Politically Active"", ""Family-Oriented""]","[""Marriage""]"
194.0,Ravindu,32.0,Male,Female,Badulla,Civil Servant,3.72,2.82,"[""Digital Nomad"", ""Vegetarian"", ""Fitness"", ""Traveling""]","[""Writing"", ""Interior Design"", ""DIY & Crafts""]","[""Playing Instruments""]","[""Thriller"", ""Documentaries""]","[""Philosophy""]","[""Spicy Food"", ""Coffee"", ""Wine""]","[""Camping"", ""Cycling"", ""Cricket"", ""Basketball""]","[""VR"", ""Crypto"", ""Web3""]","[""Road Trips"", ""Museums"", ""Beaches""]","[""Family-Oriented"", ""Environmentalist""]","[""Still Figuring It Out""]"
195.0,Dewmini,28.0,Female,Male,Kalutara,Accountant,5.43,2.01,"[""Yoga"", ""Nightlife"", ""Night Owl"", ""Vegetarian""]","[""Writing"", ""Fashion"", ""Graphic Design"", ""DIY & Crafts""]","[""Playing Instruments"", ""Classical"", ""K-Pop"", ""Jazz""]","[""Sitcoms"", ""Horror"", ""Anime"", ""Thriller""]","[""Technology"", ""Science"", ""Self-Improvement""]","[""Cooking"", ""Coffee"", ""Baking""]","[""Camping"", ""Adventure Sports"", ""Surfing"", ""Cycling""]","[""VR"", ""Crypto"", ""PC Gaming""]","[""Backpacking"", ""Languages"", ""Luxury Travel""]","[""Religious"", ""Atheist""]","[""Open Relationship""]"
196.0,Chamara,23.0,Female,Male,Monaragala,Construction Worker,6.34,1.68,"[""Pet Lover"", ""Yoga"", ""Early Bird"", ""Nightlife""]","[""Writing"", ""Interior Design"", ""Fashion"", ""Filmmaking""]","[""Playing Instruments"", ""EDM""]","[""Documentaries"", ""Thriller"", ""Sitcoms"", ""Horror""]","[""Technology"", ""Startups"", ""Philosophy"", ""Self-Improvement""]","[""Baking"", ""Cooking"", ""Wine"", ""Street Food""]","[""Swimming"", ""Cricket"", ""Adventure Sports""]","[""Console Gaming"", ""Mobile Gaming""]","[""Beaches"", ""Road Trips"", ""Luxury Travel"", ""Museums""]","[""Spiritual""]","[""Still Figuring It Out""]"
197.0,Nimesha,37.0,Male,Female,Kalutara,Business Owner,3.68,3.59,"[""Vegan"", ""Fitness""]","[""Writing"", ""Interior Design"", ""Painting"", ""DIY & Crafts""]","[""Jazz"", ""Indie"", ""Playing Instruments""]","[""K-Dramas""]","[""Startups"", ""Philosophy"", ""Self-Improvement""]","[""Baking"", ""Street Food"", ""Cooking"", ""Craft Beer""]","[""Cycling""]","[""Crypto"", ""eSports""]","[""Museums"", ""Backpacking"", ""Beaches""]","[""Feminist"", ""Religious"", ""Politically Active"", ""Spiritual""]","[""Casual Dating""]"
198.0,Thihansa,22.0,Female,Male,Monaragala,Doctor,1.12,1.0,"[""Pet Lover""]","[""Painting"", ""Poetry"", ""Photography"", ""Writing""]","[""Rock"", ""Hip-Hop"", ""Indie""]","[""Documentaries""]","[""Philosophy""]","[""Fine Dining"", ""Wine""]","[""Camping"", ""Surfing""]","[""PC Gaming"", ""Mobile Gaming"", ""VR"", ""Crypto""]","[""Languages"", ""Luxury Travel"", ""Museums""]","[""Atheist"", ""Spiritual"", ""Politically Active"", ""Family-Oriented""]","[""Long-Term Relationship""]"
199.0,Nuwan,30.0,Male,Female,Ratnapura,Bank Officer,2.4,3.17,"[""Pet Lover""]","[""Fashion""]","[""K-Pop"", ""Singing"", ""Rock"", ""EDM""]","[""Sci-Fi"", ""Thriller""]","[""Psychology"", ""AI & Machine Learning""]","[""Spicy Food"", ""Coffee""]","[""Hiking""]","[""Crypto"", ""PC Gaming"", ""Console Gaming"", ""Board Games""]","[""Luxury Travel"", ""Beaches""]","[""Spiritual"", ""Atheist"", ""Family-Oriented""]","[""Still Figuring It Out""]"
